"disasterNumber","declarationYear","incidentType","applicationTitle","damageCategoryCode","projectSize","stateNumberCode","projectAmount","federalShareObligated","totalObligated","obligatedDate"
4034,2011,"Hurricane","SLM-028 Emergency Protective Measures (CQPW)","B - Protective Measures","Small","24",4295.86,3221.9,3221.9,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-019 Emergency Power Lines Repair (CQPW)","B - Protective Measures","Large","24",88586.67,66440,66440,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-029 Emergency Power Lines Repair (CQPW)","B - Protective Measures","Small","24",48708.26,36531.2,36531.2,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-030 Power Lines Permanent Repair (CQPW)","F - Public Utilities","Small","24",29512.65,22134.49,22134.49,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-031 Emergency Power Lines Repair (CQPW)","B - Protective Measures","Small","24",22164.35,16623.26,16623.26,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-028 Power Lines Permanent Repair (CQPW)","F - Public Utilities","Small","24",6050.06,4537.55,4537.55,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","AGL-018 Power Lines Permanent Repair (CQPW)","F - Public Utilities","Small","24",37115.14,27836.36,27836.36,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","TMK-002 Debris Removal","A - Debris Removal","Small","24",4859.68,3644.76,3644.76,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","TEM-086 Oakland Road Shoulder","C - Roads and Bridges","Small","24",0,0,0,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","TEM-087 Daniels Area Service Road Washout","C - Roads and Bridges","Small","24",0,0,0,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","DDD023 Emergency Response - Emergency Generators","B - Protective Measures","Small","24",51166.28,38374.71,38374.71,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","DDD021 Debris","A - Debris Removal","Small","24",4126.04,3094.53,3094.53,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","DDD-041 Contents","E - Public Buildings","Small","24",2139.64,1604.73,1604.73,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD024 Fence and Light Pole Repair","E - Public Buildings","Small","24",3905.79,2929.34,2929.34,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD-038  Creamer Building & Equipment","E - Public Buildings","Large","24",64238.38,48178.79,48178.79,"2012-05-11T21:28:26.000Z"
4034,2011,"Hurricane","DDD047 Contents","E - Public Buildings","Small","24",154.13,115.6,115.6,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD039 J. Burmont Building","E - Public Buildings","Small","24",205.7,154.28,154.28,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD040 Painter Building Roof","E - Public Buildings","Small","24",80.79,60.59,60.59,"2012-05-11T21:28:26.000Z"
4034,2011,"Hurricane","DDD-043 Bowles Building Complex","E - Public Buildings","Small","24",8539.24,6404.43,6404.43,"2012-05-11T21:28:26.000Z"
4034,2011,"Hurricane","DDD-045 Storm Drain & Sewage Pump","D - Water Control Facilities","Small","24",1165.54,874.16,874.16,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD-044 Fairmount Building","E - Public Buildings","Small","24",6285.7,4714.28,4714.28,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD-048 Playground Mulch","G - Recreational or Other","Small","24",4016.67,3012.5,3012.5,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD-046  Kennedy Krieger Institute-PACT Building","E - Public Buildings","Small","24",190.8,143.1,143.1,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","DDD-042  Pierce Building Roof","E - Public Buildings","Small","24",1625.14,1218.86,1218.86,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","JQC-005 Historic Breckinridge House","E - Public Buildings","Small","24",3297.43,2473.07,2473.07,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","JQC-009 Visitor Center","E - Public Buildings","Small","24",12103.57,9077.68,9077.68,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","JQC-008 Historic Breckinridge House","E - Public Buildings","Small","24",1618.57,1213.93,1213.93,"2012-05-11T21:28:26.000Z"
4034,2011,"Hurricane","JQC-006 Historic Barn","E - Public Buildings","Small","24",3606.67,2705,2705,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","NCB-010 Emergency Protective Measures (CQPW)","B - Protective Measures","Small","24",41340.78,31005.59,31005.59,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","NCB-011 Debris Removal Operations","A - Debris Removal","Small","24",44788.06,33591.05,33591.05,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","JQC-007 HVAC Control System","E - Public Buildings","Small","24",32620.56,24465.42,24465.42,"2012-05-04T17:37:38.000Z"
4034,2011,"Hurricane","GEM-060 Park Entrance Contact Station","E - Public Buildings","Small","24",2645.28,1983.96,1983.96,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","NCB-032 Rosedale Manor House - Greenwell State Park","E - Public Buildings","Small","24",13802.21,10351.66,10351.66,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","NCB-062 Calvert Cliffs State Park Debris Removal","A - Debris Removal","Small","24",38786.96,29090.22,29090.22,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","MLG-058 Access Road","C - Roads and Bridges","Small","24",2568.54,1926.41,1926.41,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","MLG-057 Three Pavilions at Culvert Cliffs State Park","E - Public Buildings","Large","24",118090.55,88567.91,88567.91,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","GEM-063 Buildings","E - Public Buildings","Small","24",1293.2,969.9,969.9,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","JJB-066 Barn #1 and Barn #2","E - Public Buildings","Small","24",14974.45,11230.84,11230.84,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","GEM-065 Surveillance Cameras/Radar Equipment (CQPW)","E - Public Buildings","Small","24",26428.29,19821.22,19821.22,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","GEM-067 Storage Barn/ Utility Shed","E - Public Buildings","Small","24",2328.3,1746.23,1746.23,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","GEM-062 Foot Bridge (CQPW)","G - Recreational or Other","Small","24",2858.72,2144.04,2144.04,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","MLG-056 Picnic Tables and Boardwalk","G - Recreational or Other","Small","24",11195.99,8396.99,8396.99,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","MLG-059 Dam Access Road and Parking Lot","G - Recreational or Other","Small","24",11659.39,8744.54,8744.54,"2012-05-04T16:13:01.000Z"
4034,2011,"Hurricane","MLG-063 Beach Boardwalk","G - Recreational or Other","Small","24",0,0,0,"2012-06-27T20:33:00.000Z"
4034,2011,"Hurricane","GEM-061 Utility Shed","E - Public Buildings","Small","24",2353.32,1764.99,1764.99,"2012-05-24T16:44:34.000Z"
4034,2011,"Hurricane","MLG-060 Removal of the Red Barn and Tobacco Barn","A - Debris Removal","Small","24",12940.4,9705.3,9705.3,"2012-06-12T23:12:11.000Z"
4034,2011,"Hurricane","GEM-070 Emergency Protective Measures (CQPW)","B - Protective Measures","Small","24",1663.3,1247.48,1247.48,"2012-06-12T23:12:11.000Z"
4034,2011,"Hurricane","NCB-028 Multiple Waterless Pit Toilets","G - Recreational or Other","Small","24",36074.02,27055.52,27055.52,"2012-05-24T16:44:34.000Z"
4034,2011,"Hurricane","GEM-069 Debris Removal","A - Debris Removal","Small","24",4079.31,3059.48,3059.48,"2012-05-24T16:44:34.000Z"
4034,2011,"Hurricane","NCB-060 Debris Removal Operations","A - Debris Removal","Small","24",26712.71,20034.53,20034.53,"2012-06-12T23:12:11.000Z"
4034,2011,"Hurricane","MLG-061 Cedarville Forest Road","C - Roads and Bridges","Small","24",22972.16,17229.12,17229.12,"2012-05-24T16:44:34.000Z"
4034,2011,"Hurricane","MLG-062 Two Access Roads","C - Roads and Bridges","Small","24",2348.04,1761.03,1761.03,"2012-06-12T23:12:11.000Z"
4034,2011,"Hurricane","GEM-064 Spoiled Concession Food (CQPW)","E - Public Buildings","Small","24",3518.44,2638.83,2638.83,"2012-06-12T23:12:11.000Z"
4034,2011,"Hurricane","GEM-068 Emergency Protective Measures","B - Protective Measures","Small","24",6108.89,4581.67,4581.67,"2012-06-12T23:12:11.000Z"
4037,2011,"Hurricane","EJW-012 Damage to Patrol Car","E - Public Buildings","Small","10",3584.86,2688.65,2688.65,"2011-12-09T18:48:25.000Z"
4037,2011,"Hurricane","PVF-025 Emergency Protective Measures/Equipment","B - Protective Measures","Small","10",45488.4,34116.3,34116.3,"2011-12-09T18:48:25.000Z"
4037,2011,"Hurricane","PVF-024 - Emergency Protective Measures/ Labor","B - Protective Measures","Large","10",266642.22,199981.67,199981.67,"2011-12-09T18:48:25.000Z"
4037,2011,"Hurricane","TJT-10  Beach Sand Fence","G - Recreational or Other","Small","10",27000,20250,20250,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","TJT-05   Slaughter Beach","G - Recreational or Other","Small","10",0,0,0,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","TJT-04 Broadkill Beach","G - Recreational or Other","Large","10",148323.43,111242.57,111242.57,"2012-06-21T21:28:00.000Z"
4037,2011,"Hurricane","TJT-03 Pickering Beach","G - Recreational or Other","Small","10",0,0,0,"2012-06-21T21:28:00.000Z"
4037,2011,"Hurricane","TJT-07 South Bowers Beach","G - Recreational or Other","Large","10",31704.68,23778.51,23778.51,"2012-06-21T21:28:00.000Z"
4037,2011,"Hurricane","TJT-09 Towers Road Bayside Parking Lot","G - Recreational or Other","Small","10",39295.21,29471.41,29471.41,"2012-01-19T20:32:16.000Z"
4037,2011,"Hurricane","TJT-11 Beach Sand Fence","G - Recreational or Other","Small","10",30300,22725,22725,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","TJT-08  Bath House Ramp","G - Recreational or Other","Small","10",0,0,0,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","TJT-02 Kitts Hummock Beach Community","G - Recreational or Other","Small","10",44355.5,33266.63,33266.63,"2012-06-21T21:28:00.000Z"
4037,2011,"Hurricane","TJT-06  North Bowers Beach","G - Recreational or Other","Small","10",54984,41238,41238,"2012-06-21T21:28:00.000Z"
4037,2011,"Hurricane","KCM-20  Debris Removal","A - Debris Removal","Small","10",1800,1350,1350,"2011-12-11T17:56:01.000Z"
4037,2011,"Hurricane","PVF-004 Statewide","B - Protective Measures","Small","10",4500.81,3375.61,3375.61,"2011-12-11T17:56:01.000Z"
4037,2011,"Hurricane","EJW-18 Emergency Protective Measures","G - Recreational or Other","Small","10",10000,7500,7500,"2012-02-16T20:43:48.000Z"
4037,2011,"Hurricane","KCM-19 Emergency Protective Measures- Statewide","B - Protective Measures","Small","10",45005.74,33754.31,33754.31,"2011-12-19T19:51:16.000Z"
4037,2011,"Hurricane","EJW-30 Debris Removal","A - Debris Removal","Small","10",5615.23,4211.42,4211.42,"2011-12-19T19:51:16.000Z"
4037,2011,"Hurricane","TJT-12 Mahon and Little Creek Impoundments","B - Protective Measures","Small","10",27228.65,20421.49,20421.49,"2012-02-01T06:12:32.000Z"
4037,2011,"Hurricane","PVF-039 Emergency Protective Measures / SPCA","B - Protective Measures","Small","10",18256.82,13692.62,13692.62,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","EJW-41  Bridge 2-208C","C - Roads and Bridges","Large","10",181128.44,135846.33,135846.33,"2012-02-22T23:48:26.000Z"
4037,2011,"Hurricane","PVF-038 Debris","A - Debris Removal","Small","10",3746.49,2809.87,2809.87,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","EJW-40  Bridge 2-254A","C - Roads and Bridges","Small","10",62225.63,46669.22,46669.22,"2012-02-01T06:12:32.000Z"
4037,2011,"Hurricane","PVF-037 Emergency Protective Measures","B - Protective Measures","Small","10",4094.18,3070.64,3070.64,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","JLR-17 Damaged power lines in Sussex and Kent Counties","F - Public Utilities","Large","10",195503.51,146627.63,146627.63,"2012-01-10T23:52:04.000Z"
4037,2011,"Hurricane","JLR-171 Debris Removal, Kent and Sussex Counties","A - Debris Removal","Small","10",32567.73,24425.8,24425.8,"2012-01-19T20:32:16.000Z"
4037,2011,"Hurricane","EJW-43 Emergency Protective Measures","B - Protective Measures","Large","10",358150.84,268613.13,268613.13,"2012-02-10T22:28:14.000Z"
4037,2011,"Hurricane","EJW-42 Roadway and Shoulders of State Owned Roadways","C - Roads and Bridges","Large","10",238950.7,179213.03,179213.03,"2012-02-01T06:12:32.000Z"
4037,2011,"Hurricane","VMN-001 State Management Cost","Z - State Management","Small","10",6720.18,6720.18,6720.18,"2012-06-11T16:16:50.000Z"
4039,2011,"Severe Storm(s)","UJZA903 Public Buildings","E - Public Buildings","Small","34",263.72,197.79,197.79,"2012-03-30T20:56:55.000Z"
4039,2011,"Severe Storm(s)","UJZA901 Public Buildings","E - Public Buildings","Small","34",6457.54,4843.16,4843.16,"2012-03-30T20:56:55.000Z"
4039,2011,"Severe Storm(s)","UJZA902 Public Buildings","E - Public Buildings","Small","34",14710.6,11032.95,11032.95,"2012-03-30T20:56:55.000Z"
4039,2011,"Severe Storm(s)","UZCCE01 Protective Measures","B - Protective Measures","Large","34",175358.2,131518.65,131518.65,"2012-02-28T21:44:31.000Z"
4039,2011,"Severe Storm(s)","UJZA904 Protective Measures","B - Protective Measures","Small","34",3532.82,2649.62,2649.62,"2012-02-28T21:44:31.000Z"
4039,2011,"Severe Storm(s)","UCT2E01 Protective Measures","B - Protective Measures","Small","34",16706.5,12529.88,12529.88,"2012-03-30T20:56:55.000Z"
4039,2011,"Severe Storm(s)","UXE9R02 Protective Measures","B - Protective Measures","Small","34",25040,18780,18780,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UXE9R03  Public Buildings","E - Public Buildings","Small","34",13220.02,9915.02,9915.02,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UXE9R04  Public Buildings","E - Public Buildings","Large","34",84650,63487.5,63487.5,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UXE9R01 Protective Measures","B - Protective Measures","Small","34",12866.73,9650.05,9650.05,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UXE9R05 Protective Measures","B - Protective Measures","Large","34",112672.66,84504.5,84504.5,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UXE9R06 Protective Measures","B - Protective Measures","Small","34",7089.35,5317.01,5317.01,"2013-07-26T01:51:08.000Z"
4039,2011,"Severe Storm(s)","UCT2E02 Roads and Bridges","C - Roads and Bridges","Large","34",80750.68,60563.01,60563.01,"2012-10-23T22:27:46.000Z"
4039,2011,"Severe Storm(s)","UCT2E05 Protective Measures","B - Protective Measures","Small","34",2238,1678.5,1678.5,"2012-05-23T15:15:34.000Z"
4039,2011,"Severe Storm(s)","UCT2E04 Recreational or Other","G - Recreational or Other","Small","34",5420.61,4065.46,4065.46,"2012-05-23T15:15:34.000Z"
4039,2011,"Severe Storm(s)","UAJW801 Protective Measures","B - Protective Measures","Large","34",119466.59,89599.94,89599.94,"2012-06-08T16:25:20.000Z"
4039,2011,"Severe Storm(s)","State Mgmt Costs (indirect)","Z - State Management","Large","34",133304,133304,133304,"2014-05-15T17:07:37.000Z"
4041,2011,"Coastal Storm","SMD001B - Emergency Protective Measures-Multiple","B - Protective Measures","Small","22",22074,16555.5,16555.5,"2012-01-26T03:55:25.000Z"
4041,2011,"Coastal Storm","PLD001B - Emergency Protective Measures","B - Protective Measures","Large","22",86389,64791.75,64791.75,"2012-01-26T03:55:25.000Z"
4041,2011,"Coastal Storm","DOTD01C  LA 57 - Shoulder Aggregate","C - Roads and Bridges","Large","22",86130.6,64597.95,64597.95,"2012-02-27T21:52:23.000Z"
4041,2011,"Coastal Storm","324 State Management Cost","Z - State Management","Large","22",199955,199955,199955,"2012-03-27T19:10:31.000Z"
4041,2011,"Coastal Storm","LUMC01E  Louisiana Universities Marine Consortium","E - Public Buildings","Small","22",1578.59,1183.94,1183.94,"2012-05-01T01:33:01.000Z"
4041,2011,"Coastal Storm","LUMC02B  Emergency Protective Measures","B - Protective Measures","Small","22",10996.85,8247.64,8247.64,"2012-05-01T01:33:01.000Z"
4041,2011,"Coastal Storm","DOTD04A  Debris Removal","A - Debris Removal","Small","22",5715.07,4286.3,4286.3,"2012-05-04T18:13:27.000Z"
4041,2011,"Coastal Storm","DOTD03B  Emergency Protective Measures","B - Protective Measures","Small","22",7641.29,5730.97,5730.97,"2012-05-01T01:33:01.000Z"
4041,2011,"Coastal Storm","DOTD05A  Debris Removal","A - Debris Removal","Small","22",32943.95,24707.96,24707.96,"2012-05-07T23:28:41.000Z"
4041,2011,"Coastal Storm","DOTD02B  Emergency Protective Measures","B - Protective Measures","Large","22",68544.92,51408.69,51408.69,"2012-05-17T01:31:44.000Z"
4041,2011,"Coastal Storm","LDWF01B  Emergency Protective Measures","B - Protective Measures","Small","22",3895.57,2921.68,2921.68,"2012-06-13T22:41:28.000Z"
4041,2011,"Coastal Storm","LDWF03D  Management Levee at Pointe Aux Chenes","D - Water Control Facilities","Small","22",53409.12,40056.84,40056.84,"2012-06-13T22:41:28.000Z"
4041,2011,"Coastal Storm","LDWF02B  Emergency Protective Measures","B - Protective Measures","Small","22",2688.29,2016.22,2016.22,"2012-08-16T01:49:14.000Z"
4043,2011,"Severe Storm(s)","DVAOT2G-LVRT Work Completed STA 2763+39 to 2794+00","G - Recreational or Other","Small","50",22036.19,16527.14,16527.14,"2013-07-31T00:38:37.000Z"
4043,2011,"Severe Storm(s)","Final Lock-in Cat Z","Z - State Management","Small","50",4467.62,4467.62,4467.62,"2013-10-04T15:58:32.000Z"
4045,2011,"Severe Storm(s)","ESA-001 - Gauging Station Equipment","E - Public Buildings","Small","51",1929.94,1447.46,1447.46,"2012-01-26T22:40:10.000Z"
4045,2011,"Severe Storm(s)","FHR-017 - Westmoreland State Park - Debris","A - Debris Removal","Small","51",2700,2025,2025,"2012-02-09T01:53:50.000Z"
4045,2011,"Severe Storm(s)","FHR-018 - Westmoreland State Park - Shoreline Erosion","G - Recreational or Other","Small","51",3170,2377.5,2377.5,"2012-02-11T02:36:20.000Z"
4045,2011,"Severe Storm(s)","JSF-030 Emergency Protective Measures","B - Protective Measures","Small","51",15548.73,11661.55,11661.55,"2012-02-11T02:36:20.000Z"
4045,2011,"Severe Storm(s)","VAA-007 Kingston Drive (RTE 3513)","C - Roads and Bridges","Small","51",15896.54,11922.41,11922.41,"2012-02-17T03:21:14.000Z"
4045,2011,"Severe Storm(s)","VAA-006 Ridgley Drive (RTE 1919)","C - Roads and Bridges","Large","51",160701.88,120526.42,120526.42,"2012-02-17T03:21:14.000Z"
4045,2011,"Severe Storm(s)","EJR006 Tanager Street and Culvert","C - Roads and Bridges","Large","51",254783.3,191087.48,191087.48,"2012-02-11T02:36:20.000Z"
4045,2011,"Severe Storm(s)","ESA-031 Roadway and Pipe Washout","C - Roads and Bridges","Large","51",0,0,0,"2012-02-21T19:36:43.000Z"
4045,2011,"Severe Storm(s)","VAA-009 Crockett Road (RTE 709)","C - Roads and Bridges","Small","51",2013,1509.75,1509.75,"2012-02-21T19:36:43.000Z"
4045,2011,"Severe Storm(s)","JSF-026 Valley View Road","C - Roads and Bridges","Large","51",82943.89,62207.92,62207.92,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","ESA-013 Rip Rap Washout & Debris","C - Roads and Bridges","Small","51",3031.73,2273.8,2273.8,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","EJR010 Target Court and Culvert","C - Roads and Bridges","Small","51",2535.95,1901.96,1901.96,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","EJR-009 Road Surface","C - Roads and Bridges","Small","51",6294.07,4720.55,4720.55,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","JSF-033 Slope Failure","C - Roads and Bridges","Small","51",5873.33,4405,4405,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","CSG014 Scour at Wingwalls & Footing of Box Culvert - Ri","C - Roads and Bridges","Small","51",6092.38,4569.29,4569.29,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","EJR-008 Road Shoulder","C - Roads and Bridges","Small","51",26651.41,19988.56,19988.56,"2012-02-28T19:47:34.000Z"
4045,2011,"Severe Storm(s)","ESA-032 Roadway and Culvert Washout","C - Roads and Bridges","Large","51",167178.14,125383.61,125383.61,"2012-02-28T19:47:34.000Z"
4045,2011,"Severe Storm(s)","FHR-019 Valley Road - Ditch Erosion","C - Roads and Bridges","Small","51",6580.06,4935.05,4935.05,"2012-02-27T19:17:43.000Z"
4045,2011,"Severe Storm(s)","EJR007 Road Shoulder","C - Roads and Bridges","Small","51",16886.38,12664.79,12664.79,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","VAA-008 Cabell's Mill Road (RTE 970)","C - Roads and Bridges","Small","51",2065.29,1548.97,1548.97,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","FHR-020 Debris Removal","A - Debris Removal","Small","51",2390.83,1793.12,1793.12,"2012-02-28T19:47:34.000Z"
4045,2011,"Severe Storm(s)","THP-020 Erosion/Pavement Collapse","C - Roads and Bridges","Small","51",10999.2,8249.4,8249.4,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","KAS-006 Road Wash-out & Pipe Repair","C - Roads and Bridges","Small","51",26911,20183.25,20183.25,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","KAS-007 Slope Failure on Route 625","C - Roads and Bridges","Small","51",15136.08,11352.06,11352.06,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","CSG013 Bridge Abutement & Wingwall","C - Roads and Bridges","Large","51",643041.45,482281.09,482281.09,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","SHB028 Washout/Pipe Failure - Placid Bay","C - Roads and Bridges","Large","51",161933.52,121450.14,121450.14,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","SHB-017 Washout on Route 625","C - Roads and Bridges","Large","51",78199.83,58649.87,58649.87,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","JSF-034 Roads & Shoulder","C - Roads and Bridges","Large","51",12103.64,9077.73,9077.73,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","SHB027 Washout of Route 697","C - Roads and Bridges","Large","51",91048.77,68286.58,68286.58,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","NMS-002 Roads & Bridges - Roadway Surface / Shoulder Em","C - Roads and Bridges","Small","51",2927.66,2195.75,2195.75,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","NMS-003 Roads and Bridges - 18 Inch Diameter Pipe - Rep","C - Roads and Bridges","Small","51",1736.27,1302.2,1302.2,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","SHB-016 Route 625","C - Roads and Bridges","Small","51",36921.51,27691.13,27691.13,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","NMS-009 Roads and Bridges - Roadway Surface - Asphalt P","C - Roads and Bridges","Small","51",12493.17,9369.88,9369.88,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","NMS-008 Roads and Bridges - Roadway Surface / Bridge Ab","C - Roads and Bridges","Small","51",5616.36,4212.27,4212.27,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","KAS-011 ROUTE 620","C - Roads and Bridges","Small","51",12592.16,9444.12,9444.12,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","SHB018 Debris on Route 625","A - Debris Removal","Small","51",10233.26,7674.95,7674.95,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","JSF-032 Scour Around Culvert and Shoulder Washout","C - Roads and Bridges","Small","51",6879.67,5159.75,5159.75,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","ESA-021 Debris","A - Debris Removal","Small","51",3445.81,2584.36,2584.36,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","KAS-010 - Gravel Road Wash-out on Route 636","C - Roads and Bridges","Small","51",14602.56,10951.92,10951.92,"2012-03-20T19:18:31.000Z"
4045,2011,"Severe Storm(s)","NMS-004 Roads and Bridges - Roadway Surface - Asphalt P","C - Roads and Bridges","Small","51",7876.89,5907.67,5907.67,"2012-04-14T01:43:12.000Z"
4045,2011,"Severe Storm(s)","NMS-010 Roads and Bridges - Roadway Surface / Shoulder","C - Roads and Bridges","Small","51",12916.09,9687.07,9687.07,"2012-04-14T01:43:12.000Z"
4045,2011,"Severe Storm(s)","KAS-012 Route 625","C - Roads and Bridges","Small","51",13272.45,9954.34,9954.34,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","NMS-007 Road Shoulder - Repair","C - Roads and Bridges","Small","51",3196.17,2397.13,2397.13,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","NMS-006 Road Shoulder - Shoulder Washed Out","C - Roads and Bridges","Small","51",3002.6,2251.95,2251.95,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","KAS-013 ROUTE 678 Southeast of Route 625","C - Roads and Bridges","Large","51",69624.65,52218.49,52218.49,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","NMS-005 Roads and Bridges - Roadway Surface / Pipes","C - Roads and Bridges","Small","51",6365.59,4774.19,4774.19,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","NMS-001 Electrical Utility Distribution Systems - Power","F - Public Utilities","Small","51",36405.73,27304.3,27304.3,"2012-04-26T15:13:56.000Z"
4045,2011,"Severe Storm(s)","SHB-029 Pipe Replacement","C - Roads and Bridges","Large","51",368707.78,276530.84,276530.84,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","SHB-014 Slope Repair on Route 627","C - Roads and Bridges","Large","51",0,0,0,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","KAS-015 Debris Clean-Up","A - Debris Removal","Small","51",1980.4,1485.3,1485.3,"2012-04-18T16:24:19.000Z"
4045,2011,"Severe Storm(s)","SHB-015 Washout","C - Roads and Bridges","Large","51",81947.34,61460.51,61460.51,"2012-04-26T15:13:56.000Z"
4045,2011,"Severe Storm(s)","NMS-011 Roads & Bridges - Roadway Surface / Shoulder...","C - Roads and Bridges","Small","51",40563.92,30422.94,30422.94,"2012-04-26T15:13:56.000Z"
4045,2011,"Severe Storm(s)","SHB-011 System Repairs","F - Public Utilities","Small","51",5102.58,3826.94,3826.94,"2012-05-01T23:10:25.000Z"
4045,2011,"Severe Storm(s)","KAS-008 Slope Failure on Route 638","C - Roads and Bridges","Small","51",13074.94,9806.21,9806.21,"2012-04-26T15:13:56.000Z"
4045,2011,"Severe Storm(s)","SHB-025 - Box Culvert, Roadway Base, Shoulder, Surface","C - Roads and Bridges","Large","51",1125300.68,843975.51,843975.51,"2012-06-14T00:08:09.000Z"
4045,2011,"Severe Storm(s)","KAS-016 Debris Clean-up","A - Debris Removal","Small","51",0,0,0,"2012-06-14T00:08:09.000Z"
